"date","time","size","r_version","r_arch","r_os","package","version","country","ip_id"
"2015-01-01","09:46:30",7652,"3.1.1","x86_64","linux-gnu","doSNOW","1.0.12","US",73
"2015-01-01","09:46:33",598480,"3.1.1","x86_64","mingw32","SparseM","1.05","US",73
"2015-01-01","09:46:33",1636594,"3.1.2","i386","mingw32","quantreg","5.05","US",73
"2015-01-01","09:46:46",14395,"3.1.1","x86_64","linux-gnu","RJDBC","0.2-5","US",73
"2015-01-01","09:45:37",84839,"3.1.2","x86_64","mingw32","dichromat","2.0-0","US",715
"2015-01-01","09:46:12",11241,"3.1.1","x86_64","mingw32","labeling","0.3","US",715
"2015-01-01","09:46:12",1059761,"3.0.3","i386","mingw32","raster","2.3-12","IN",1617
"2015-01-01","09:46:41",14621,NA,NA,NA,"gtx","0.0.8","FR",1436
"2015-01-01","09:46:36",958073,"3.0.3","i386","mingw32","RSNNS","0.4-6","RO",1618
"2015-01-01","09:45:44",246209,"3.1.2","x86_64","mingw32","rgeos","0.3-8","US",715
"2015-01-01","09:46:30",289970,"3.1.1","x86_64","linux-gnu","iterators","1.0.7","US",73
"2015-01-01","09:46:48",165879,"3.1.2","i386","mingw32","RMySQL","0.9-3","US",73
"2015-01-01","09:45:38",40611,"3.1.2","x86_64","linux-gnu","scales","0.2.4","US",715
"2015-01-01","09:45:46",201025,"3.1.1","x86_64","linux-gnu","magrittr","1.5","US",715
"2015-01-01","09:46:12",84839,"3.1.1","x86_64","linux-gnu","dichromat","2.0-0","US",715
"2015-01-01","09:46:29",2661580,"3.1.1","x86_64","linux-gnu","rvest","0.1.0","US",1602
"2015-01-01","09:46:46",98502,"3.1.1","x86_64","linux-gnu","digest","0.6.8","HK",1619
"2015-01-01","09:46:14",30625,"3.0.2","x86_64","mingw32","DBI","0.3.1","US",715
"2015-01-01","09:45:43",1429247,"3.0.2","x86_64","mingw32","maps","2.3-9","US",715
"2015-01-01","09:46:21",111734,"3.1.1","x86_64","linux-gnu","roxygen2","4.1.0","US",715
"2015-01-01","09:46:16",99425,"3.1.1","x86_64","linux-gnu","rjson","0.2.15","US",715
"2015-01-01","09:46:19",644008,"3.1.1","x86_64","linux-gnu","dplyr","0.3.0.2","US",715
"2015-01-01","09:45:16",995564,"3.1.2","x86_64","mingw32","shiny","0.10.2.2","US",68
"2015-01-01","09:46:14",201025,"3.1.2","x86_64","mingw32","magrittr","1.5","US",715
"2015-01-01","09:46:28",1506261,"3.1.1","x86_64","linux-gnu","maptools","0.8-30","IN",1617
"2015-01-01","09:46:44",2272616,"3.1.1","x86_64","linux-gnu","OpenStreetMap","0.3.1","IN",1617
"2015-01-01","09:45:43",2351969,"3.1.1","x86_64","linux-gnu","ggplot2","1.0.0","US",715
"2015-01-01","09:46:52",30624,"3.1.1","x86_64","linux-gnu","DBI","0.3.1","US",73
"2015-01-01","09:45:40",78418,"3.1.1","x86_64","linux-gnu","markdown","0.7.4","US",715
"2015-01-01","09:46:12",20185,"3.1.1","x86_64","linux-gnu","gtable","0.1.2","US",715
"2015-01-01","09:46:21",1802242,"3.1.1","x86_64","mingw32","arules","1.1-6","CN",1603
"2015-01-01","09:46:44",1802242,"3.1.1","x86_64","linux-gnu","arules","1.1-6","CN",1603
"2015-01-01","09:46:30",360256,"3.1.1","x86_64","linux-gnu","foreach","1.4.2","US",73
"2015-01-01","09:46:35",30622,"3.1.2","x86_64","mingw32","DBI","0.3.1","US",73
"2015-01-01","09:45:45",1135337,"3.1.1","x86_64","linux-gnu","sp","1.0-16","US",715
"2015-01-01","09:46:20",289715,"3.1.1","x86_64","mingw32","lubridate","1.3.3","US",715
"2015-01-01","09:46:50",7882,"3.1.1","x86_64","linux-gnu","sendmailR","1.2-1","US",73
"2015-01-01","09:46:54",289972,"3.0.2","x86_64","mingw32","iterators","1.0.7","US",73
"2015-01-01","09:45:47",801684,"3.0.2","x86_64","mingw32","knitr","1.8","US",715
"2015-01-01","09:46:46",568033,"3.0.2","x86_64","mingw32","rJava","0.9-6","US",73
"2015-01-01","09:46:13",40611,"3.0.2","x86_64","mingw32","scales","0.2.4","US",715
"2015-01-01","09:46:59",14621,NA,NA,NA,"nlme","3.1-105","FR",1436
"2015-01-01","09:45:39",531278,"3.1.1","x86_64","linux-gnu","proto","0.3-10","US",715
"2015-01-01","09:45:41",1582738,"3.1.1","x86_64","linux-gnu","XML","3.98-1.1","US",715
"2015-01-01","09:46:48",201025,"3.1.1","x86_64","linux-gnu","magrittr","1.5","US",1620
"2015-01-01","09:46:53",411373,NA,NA,NA,"scape","1.0-7","FR",1489
"2015-01-01","09:46:50",17260,"3.1.0","x86_64","mingw32","highr","0.4","US",1620
"2015-01-01","09:46:57",248043,"3.0.2","x86_64","linux-gnu","httr","0.6.1","HK",1619
"2015-01-01","09:46:54",801684,"3.1.2","x86_64","mingw32","knitr","1.8","US",1620
"2015-01-01","09:45:38",20185,"3.1.2","x86_64","mingw32","gtable","0.1.2","US",715
"2015-01-01","09:46:13",10705,"3.1.2","x86_64","mingw32","assertthat","0.1","US",715
"2015-01-01","09:46:39",393750,"3.1.2","x86_64","mingw32","plyr","1.8.1","US",73
"2015-01-01","09:45:47",35212,"3.1.2","x86_64","mingw32","reshape2","1.4.1","US",715
"2015-01-01","09:46:11",243311,"3.1.1","x86_64","linux-gnu","colorspace","1.2-4","US",715
"2015-01-01","09:47:04",9056,"3.0.2","x86_64","linux-gnu","manipulate","1.0.1","HK",1619
"2015-01-01","09:47:32",711623,"3.0.3","x86_64","mingw32","RCurl","1.95-4.5","DE",1621
"2015-01-01","09:46:35",477869,"3.1.1","x86_64","mingw32","RPostgreSQL","0.4","US",73
"2015-01-01","09:46:54",360258,"3.1.1","x86_64","linux-gnu","foreach","1.4.2","US",73
"2015-01-01","09:46:46",30624,"3.1.2","x86_64","linux-gnu","DBI","0.3.1","US",73
"2015-01-01","09:46:34",85053,"3.1.1","x86_64","linux-gnu","class","7.3-11","DE",1621
"2015-01-01","09:46:42",3488086,"3.1.2","x86_64","linux-gnu","Matrix","1.1-4","DE",1621
"2015-01-01","09:46:30",23256,"3.1.1","x86_64","linux-gnu","snow","0.3-13","US",73
"2015-01-01","09:46:44",2347294,"3.1.1","x86_64","linux-gnu","VIF","1.0","US",73
"2015-01-01","09:47:02",1625016,"3.1.1","x86_64","linux-gnu","rgdal","0.9-1","IN",1617
"2015-01-01","09:47:10",63622,"3.1.2","x86_64","mingw32","UScensus2010","0.11","IN",1617
"2015-01-01","09:47:05",2071611,"3.1.2","x86_64","mingw32","maps","2.3-9","CN",1622
"2015-01-01","09:47:16",713642,"3.1.2","x86_64","mingw32","RgoogleMaps","1.2.0.6","CN",1622
"2015-01-01","09:47:23",494041,"3.1.2","x86_64","mingw32","rjson","0.2.15","CN",1622
"2015-01-01","09:47:24",81572,"3.1.2","x86_64","mingw32","mapproj","1.2-2","CN",1622
"2015-01-01","09:46:16",83833,"3.1.2","x86_64","mingw32","brew","1.0-6","US",715
"2015-01-01","09:46:20",35212,"3.1.2","x86_64","linux-gnu","reshape2","1.4.1","US",715
"2015-01-01","09:46:39",2170103,"3.0.2","x86_64","mingw32","Rcpp","0.11.3","US",73
"2015-01-01","09:46:49",28784,"3.1.2","x86_64","mingw32","formatR","1.0","US",1620
"2015-01-01","09:47:15",1802242,"3.1.1","x86_64","linux-gnu","arules","1.1-6","CN",1623
"2015-01-01","09:47:28",1802242,"3.0.2","x86_64","linux-gnu","arules","1.1-6","CN",1623
"2015-01-01","09:46:19",1582738,"3.1.1","x86_64","linux-gnu","XML","3.98-1.1","US",715
"2015-01-01","09:46:31",343561,"3.0.2","x86_64","linux-gnu","EloRating","0.43","IN",1118
"2015-01-01","09:46:43",225184,"3.1.0","x86_64","mingw32","ElstonStewart","1.1","IN",1118
"2015-01-01","09:44:06",368290,"3.0.3","x86_64","mingw32","httr","0.6.0","US",1604
"2015-01-01","09:44:08",272143,"3.0.3","x86_64","mingw32","devtools","1.6.1","US",1604
"2015-01-01","09:46:41",568032,"3.0.3","x86_64","mingw32","rJava","0.9-6","US",73
"2015-01-01","09:46:48",30624,"3.0.3","x86_64","mingw32","DBI","0.3.1","US",73
"2015-01-01","09:46:50",6922,"3.0.3","x86_64","mingw32","base64enc","0.1-2","US",73
"2015-01-01","09:46:37",99422,"3.0.3","x86_64","mingw32","rjson","0.2.15","US",73
"2015-01-01","09:47:32",4720,"3.0.3","x86_64","mingw32","memoise","0.2.1","FR",1624
"2015-01-01","09:46:50",78418,"3.0.3","x86_64","mingw32","markdown","0.7.4","US",1620
"2015-01-01","09:47:23",480640,"3.0.3","x86_64","mingw32","DeducerSpatial","0.7","IN",1617
"2015-01-01","09:46:48",20973,"3.0.3","x86_64","mingw32","lazyeval","0.1.9","US",1620
"2015-01-01","09:47:24",14622,NA,NA,NA,"apTreeshape","1.3-2","FR",1460
"2015-01-01","09:46:22",801684,"3.0.3","x86_64","mingw32","knitr","1.8","US",715
"2015-01-01","09:46:17",78418,"3.0.3","x86_64","mingw32","markdown","0.7.4","US",715
"2015-01-01","09:46:49",7184312,"3.0.3","x86_64","mingw32","BH","1.55.0-1","US",1620
"2015-01-01","09:46:16",28784,"3.0.2","x86_64","mingw32","formatR","1.0","US",715
"2015-01-01","09:46:18",2351969,"3.0.2","x86_64","mingw32","ggplot2","1.0.0","US",715
"2015-01-01","09:46:17",212761,"3.0.2","x86_64","mingw32","lars","1.2","CN",1625
"2015-01-01","09:46:12",12051,"3.1.2","x86_64","linux-gnu","RColorBrewer","1.1-2","US",715
"2015-01-01","09:46:21",124114,"3.1.1","x86_64","mingw32","solr","0.1.4","US",715
"2015-01-01","09:47:39",109877,"3.0.2","x86_64","linux-gnu","tree","1.0-35","GR",1626
"2015-01-01","09:45:34",126299,"3.0.2","x86_64","linux-gnu","reshape","0.8.4","NL",1627
"2015-01-01","09:45:37",1326811,"3.1.1","x86_64","linux-gnu","car","2.0-19","NL",1627
"2015-01-01","09:45:40",522076,"3.1.1","x86_64","linux-gnu","FNN","1.1","NL",1627
"2015-01-01","09:45:44",727287,"3.1.1","x86_64","linux-gnu","lattice","0.20-29","NL",1627
"2015-01-01","09:45:47",57102,"3.1.2","x86_64","linux-gnu","automap","1.0-14","NL",1627
"2015-01-01","09:45:47",36035,"3.0.2","x86_64","mingw32","bitops","1.0-6","NL",1627
"2015-01-01","09:45:53",3626249,"3.0.2","x86_64","mingw32","caret","6.0-24","NL",1627
"2015-01-01","09:45:56",136676,"3.0.2","x86_64","mingw32","digest","0.6.4","NL",1627
"2015-01-01","09:45:59",801467,"3.0.2","x86_64","mingw32","e1071","1.6-3","NL",1627
"2015-01-01","09:46:01",388791,"3.0.2","x86_64","mingw32","foreach","1.4.1","NL",1627
"2015-01-01","09:46:04",2217430,"3.0.2","x86_64","mingw32","gstat","1.0-19","NL",1627
"2015-01-01","09:46:07",699086,"3.0.2","x86_64","mingw32","hydroGOF","0.3-8","NL",1627
"2015-01-01","09:46:09",1280317,"3.0.2","x86_64","mingw32","hydroTSM","0.4-2-1","NL",1627
"2015-01-01","09:46:10",610066,"3.0.2","x86_64","mingw32","intervals","0.14.0","NL",1627
"2015-01-01","09:46:14",2907612,"3.0.2","x86_64","mingw32","psych","1.4.3","NL",1627
"2015-01-01","09:46:15",2847906,"3.0.2","x86_64","mingw32","RCurl","1.95-4.1","NL",1627
"2015-01-01","09:46:17",731918,"3.0.2","x86_64","mingw32","sm","2.2-5.4","NL",1627
"2015-01-01","09:46:20",1502031,"3.1.2","x86_64","linux-gnu","sp","1.0-15","NL",1627
"2015-01-01","09:46:22",1920891,"3.1.1","x86_64","mingw32","spacetime","1.0-9","NL",1627
"2015-01-01","09:46:23",117862,"3.1.2","i386","mingw32","tree","1.0-35","NL",1627
"2015-01-01","09:46:24",662577,"3.1.2","i386","mingw32","xts","0.9-7","NL",1627
"2015-01-01","09:46:26",880214,"3.1.2","i386","mingw32","zoo","1.7-11","NL",1627
"2015-01-01","09:47:44",76503,NA,NA,NA,"epinet","2.0.8","FR",32
"2015-01-01","09:46:48",30625,"3.1.2","i386","mingw32","DBI","0.3.1","US",1620
"2015-01-01","09:46:47",10705,"3.1.2","i386","mingw32","assertthat","0.1","US",1620
"2015-01-01","09:47:42",23256,"3.1.2","i386","mingw32","snow","0.3-13","US",221
"2015-01-01","09:47:03",27200,"3.1.2","i386","mingw32","RColorBrewer","1.1-2","TH",1608
"2015-01-01","09:47:05",879103,"3.1.2","i386","mingw32","zoo","1.7-11","TH",1608
"2015-01-01","09:47:06",161144,"3.1.2","x86_64","mingw32","Formula","1.1-2","TH",1608
"2015-01-01","09:47:09",2063044,"3.1.2","x86_64","mingw32","latticeExtra","0.6-26","TH",1608
"2015-01-01","09:47:10",69768,"3.1.2","x86_64","mingw32","acepack","1.3-3.3","TH",1608
"2015-01-01","09:47:11",498944,"3.1.2","x86_64","linux-gnu","sandwich","2.3-2","TH",1608
"2015-01-01","09:47:13",1567927,"3.1.2","x86_64","darwin13.4.0","Hmisc","3.14-6","TH",1608
"2015-01-01","09:47:14",542554,"3.1.2","x86_64","linux-gnu","e1071","1.6-4","TH",1608
"2015-01-01","09:47:14",90181,"3.0.2","x86_64","mingw32","RcmdrMisc","1.0-2","TH",1608
"2015-01-01","09:47:16",1377032,"3.0.2","x86_64","mingw32","car","2.0-22","TH",1608
"2015-01-01","09:47:19",1077079,"3.0.2","x86_64","mingw32","tcltk2","1.2-11","TH",1608
"2015-01-01","09:47:20",35748,"3.1.2","x86_64","linux-gnu","abind","1.4-0","TH",1608
"2015-01-01","09:47:34",5354665,"3.1.2","i386","mingw32","Rcmdr","2.1-5","TH",1608
"2015-01-01","09:47:30",879125,"3.1.2","i386","mingw32","RCurl","1.95-4.5","FR",1624
"2015-01-01","09:47:28",4002299,"3.1.2","x86_64","darwin13.4.0","arulesSequences","0.2-6","KR",1628
"2015-01-01","09:47:55",1033225,"3.1.2","x86_64","darwin13.4.0","mlbench","2.1-1","NO",1629
"2015-01-01","09:47:57",176635,"3.1.2","x86_64","linux-gnu","randomForest","4.6-10","NO",1629
"2015-01-01","09:47:59",803819,"3.1.2","x86_64","linux-gnu","SparseM","1.05","NO",1629
"2015-01-01","09:48:00",383008,"3.1.2","x86_64","linux-gnu","xtable","1.7-4","NO",1629
"2015-01-01","09:48:01",542545,"3.1.2","x86_64","darwin13.4.0","e1071","1.6-4","NO",1629
"2015-01-01","09:47:34",6349,"3.1.2","i386","mingw32","rstudioapi","0.2","FR",1624
"2015-01-01","09:46:33",578444,"3.2.0","i386","mingw32","boot","1.3-13","DE",1621
"2015-01-01","09:46:36",257714,"3.2.0","i386","mingw32","foreign","0.8-61","DE",1621
"2015-01-01","09:46:36",95428,"3.1.2","x86_64","linux-gnu","KernSmooth","2.23-13","DE",1621
"2015-01-01","09:47:33",28216,"3.1.2","x86_64","linux-gnu","whisker","0.3-2","FR",1624
"2015-01-01","09:47:48",568034,"3.1.2","i386","mingw32","rJava","0.9-6","HK",1630
"2015-01-01","09:47:48",12947399,"3.1.2","i386","mingw32","XLConnectJars","0.2-9","HK",1630
"2015-01-01","09:47:55",7654,"3.1.2","i386","mingw32","doSNOW","1.0.12","US",79
"2015-01-01","09:47:26",121072,"3.1.2","i386","mingw32","R6","2.0.1","FR",1624
"2015-01-01","09:48:13",4530371,"3.1.2","i386","mingw32","ggmap","2.3","CN",1622
"2015-01-01","09:47:37",123237,"3.1.2","i386","mingw32","devtools","1.6.1","FR",1624
"2015-01-01","09:48:06",393750,"3.1.2","i386","mingw32","plyr","1.8.1","US",79
"2015-01-01","09:48:24",30624,"3.1.2","i386","mingw32","DBI","0.3.1","US",79
"2015-01-01","09:47:42",7652,"3.1.2","i386","mingw32","doSNOW","1.0.12","US",221
"2015-01-01","09:48:03",99422,"3.1.2","i386","mingw32","rjson","0.2.15","US",79
"2015-01-01","09:48:15",30624,"3.1.2","i386","mingw32","DBI","0.3.1","US",79
"2015-01-01","09:48:11",45029,NA,NA,NA,"gwerAM","1.0","FR",1455
"2015-01-01","09:48:16",150966,NA,NA,NA,"R.utils","0.7.9","FR",1427
"2015-01-01","09:47:27",248052,"3.1.2","i386","mingw32","httr","0.6.1","FR",1624
"2015-01-01","09:48:32",17950,NA,NA,NA,"AMORE","0.2-8","FR",16
"2015-01-01","09:47:35",868200,"3.1.2","i386","mingw32","jsonlite","0.9.14","FR",1624
"2015-01-01","09:46:39",1053405,"3.1.2","i386","mingw32","MASS","7.3-35","DE",1621
"2015-01-01","09:46:44",1842503,"3.1.2","i386","mingw32","mgcv","1.8-4","DE",1621
"2015-01-01","09:46:47",889748,"3.1.2","i386","mingw32","rpart","4.1-8","DE",1621
"2015-01-01","09:48:18",30624,"3.1.2","i386","mingw32","DBI","0.3.1","US",79
"2015-01-01","09:46:14",20973,"3.1.2","i386","mingw32","lazyeval","0.1.9","US",715
"2015-01-01","09:46:35",43834,"3.1.2","i386","mingw32","codetools","0.2-9","DE",1621
"2015-01-01","09:46:46",102044,"3.1.2","i386","mingw32","nnet","7.3-8","DE",1621
"2015-01-01","09:47:41",1151123,"3.1.2","i386","mingw32","plyr","1.8.1","KR",1631
"2015-01-01","09:48:19",175349,NA,NA,NA,"mgcv","1.3-18","FR",38
"2015-01-01","09:47:49",5735704,"3.1.2","x86_64","linux-gnu","XLConnect","0.2-9","HK",1630
"2015-01-01","09:48:40",1749188,"3.1.2","i386","mingw32","ISLR","1.0","HK",1619
"2015-01-01","09:47:33",1212746,"3.1.2","i386","mingw32","RJSONIO","1.3-0","DE",1621
"2015-01-01","09:46:35",484598,"3.1.2","i386","mingw32","cluster","1.15.3","DE",1621
"2015-01-01","09:46:38",33590,"3.1.2","i386","mingw32","manipulate","1.0.1","DE",1621
"2015-01-01","09:48:06",2170103,"3.1.2","i386","mingw32","Rcpp","0.11.3","US",79
"2015-01-01","09:46:53",644008,"3.1.2","i386","mingw32","dplyr","0.3.0.2","US",1620
"2015-01-01","09:48:50",506905,"3.1.2","i386","mingw32","permute","0.8-3","US",1632
"2015-01-01","09:48:51",2071600,"3.1.2","x86_64","linux-gnu","maps","2.3-9","US",1632
"2015-01-01","09:47:52",1377032,"3.1.2","x86_64","linux-gnu","car","2.0-22","BE",1633
"2015-01-01","09:47:56",41121,"3.1.2","x86_64","linux-gnu","moments","0.13","BE",1633
"2015-01-01","09:47:59",4080709,"3.1.2","x86_64","mingw32","lme4","1.1-7","BE",1633
"2015-01-01","09:48:04",1126857,"3.1.2","i386","mingw32","lmerTest","2.0-20","BE",1633
"2015-01-01","09:48:07",728585,"3.1.2","i386","mingw32","lattice","0.20-29","BE",1633
"2015-01-01","09:48:11",680709,"3.1.2","i386","mingw32","lavaan","0.5-17","BE",1633
"2015-01-01","09:48:14",565758,"3.1.2","i386","mingw32","qgraph","1.3","BE",1633
"2015-01-01","09:48:17",272735,"3.1.2","i386","mingw32","semPlot","1.0.1","BE",1633
"2015-01-01","09:47:31",22584,"3.1.2","i386","mingw32","bitops","1.0-6","DE",1621
"2015-01-01","09:48:25",6764,NA,NA,NA,"adaptMCMC","1.0","FR",58
"2015-01-01","09:48:06",1802242,"3.0.2","x86_64","mingw32","arules","1.1-6","CN",1623
"2015-01-01","09:47:31",115109,"3.1.2","x86_64","linux-gnu","digest","0.6.7","DE",1621
"2015-01-01","09:48:34",10706,"3.1.2","x86_64","linux-gnu","assertthat","0.1","US",1634
"2015-01-01","09:47:55",23258,"3.1.2","x86_64","mingw32","snow","0.3-13","US",79
"2015-01-01","09:48:52",86564,"3.1.2","x86_64","mingw32","bibtex","0.4.0","US",1634
"2015-01-01","09:44:09",240678,"3.1.2","x86_64","mingw32","testthat","0.9.1","US",1604
"2015-01-01","09:44:17",1270860,"3.1.2","x86_64","mingw32","data.table","1.9.2","US",1604
"2015-01-01","09:48:46",7184312,"3.1.1","x86_64","mingw32","BH","1.55.0-1","US",1634
"2015-01-01","09:48:55",607366,"3.1.1","x86_64","mingw32","sets","1.0-13","US",1635
"2015-01-01","09:48:49",27198,"3.1.2","x86_64","darwin10.8.0","RColorBrewer","1.1-2","US",1632
"2015-01-01","09:48:50",126155,"3.1.2","i386","mingw32","munsell","0.4.2","US",1632
"2015-01-01","09:48:50",316184,"3.1.2","i386","mingw32","iterators","1.0.7","US",1632
"2015-01-01","09:48:55",2674721,"3.1.2","i386","mingw32","ggplot2","1.0.0","US",1632
"2015-01-01","09:48:55",96222,"3.1.2","i386","mingw32","gridExtra","0.9.1","US",1632
"2015-01-01","09:48:21",7882,"3.1.2","i386","mingw32","sendmailR","1.2-1","US",79
"2015-01-01","09:48:55",14621,NA,NA,NA,"FastRCS","0.0.3","FR",29
"2015-01-01","09:49:03",56675,NA,NA,NA,"HiddenMarkov","1.5-0","FR",22
"2015-01-01","09:47:50",931640,"3.1.2","i386","mingw32","geepack","1.2-0","ES",1636
"2015-01-01","09:48:51",64519,"3.1.2","i386","mingw32","gtable","0.1.2","US",1632
"2015-01-01","09:48:56",2336865,"3.1.2","i386","mingw32","dplyr","0.3.0.2","US",1632
"2015-01-01","09:49:15",446574,"3.1.2","i386","mingw32","infotheo","1.2.0","IL",1615
"2015-01-01","09:49:22",3330116,"3.1.2","i386","mingw32","rattle","3.4.1","EG",1637
"2015-01-01","09:48:50",108304,"3.1.2","i386","mingw32","chron","2.3-45","US",1632
"2015-01-01","09:48:52",63335,"3.1.2","i386","mingw32","lazyeval","0.1.9","US",1632
"2015-01-01","09:48:52",154351,"3.1.2","i386","mingw32","DBI","0.3.1","US",1632
"2015-01-01","09:48:53",4290398,"3.1.2","i386","mingw32","XML","3.98-1.1","US",1632
"2015-01-01","09:48:54",2838765,"3.1.2","i386","mingw32","vegan","2.2-0","US",1632
"2015-01-01","09:48:57",2516526,"3.1.2","i386","mingw32","taxize","0.5.2","US",1632
"2015-01-01","09:48:35",30625,"3.1.2","i386","mingw32","DBI","0.3.1","US",1634
"2015-01-01","09:48:52",152554,"3.1.2","i386","mingw32","magrittr","1.5","US",1632
"2015-01-01","09:48:54",58504,"3.1.2","i386","mingw32","bold","0.2.0","US",1632
"2015-01-01","09:48:55",81558,"3.1.2","x86_64","linux-gnu","mapproj","1.2-2","US",1632
"2015-01-01","09:46:37",705172,"3.1.2","x86_64","darwin13.4.0","lattice","0.20-29","DE",1621
"2015-01-01","09:46:48",133043,"3.1.2","x86_64","linux-gnu","spatial","7.3-8","DE",1621
"2015-01-01","09:48:49",384164,"3.1.2","x86_64","linux-gnu","colorspace","1.2-4","US",1632
"2015-01-01","09:48:49",148212,"3.1.2","x86_64","linux-gnu","dichromat","2.0-0","US",1632
"2015-01-01","09:48:51",499332,"3.1.2","x86_64","darwin10.8.0","reshape2","1.4.1","US",1632
"2015-01-01","09:48:51",152314,"3.1.2","x86_64","linux-gnu","scales","0.2.4","US",1632
"2015-01-01","09:48:52",459037,"3.1.2","x86_64","linux-gnu","proto","0.3-10","US",1632
"2015-01-01","09:48:50",41394,"3.1.2","x86_64","mingw32","labeling","0.3","US",1632
"2015-01-01","09:48:54",1304586,"3.1.2","i386","mingw32","data.table","1.9.4","US",1632
"2015-01-01","09:48:56",1496728,"3.1.2","x86_64","mingw32","sp","1.0-16","US",1632
"2015-01-01","09:48:47",78418,"3.1.2","i386","mingw32","markdown","0.7.4","US",1634
"2015-01-01","09:48:54",801685,"3.1.2","i386","mingw32","knitr","1.8","US",1634
"2015-01-01","09:48:12",2347294,"3.1.2","i386","mingw32","VIF","1.0","US",79
"2015-01-01","09:47:57",598480,"3.0.2","x86_64","linux-gnu","SparseM","1.05","US",79
"2015-01-01","09:48:40",180100,"3.1.2","x86_64","linux-gnu","reshape2","1.4.1","ES",1638
"2015-01-01","09:48:50",128068,"3.1.2","x86_64","linux-gnu","reshape","0.8.5","US",1632
"2015-01-01","09:48:53",389436,"3.1.2","x86_64","mingw32","foreach","1.4.2","US",1632
"2015-01-01","09:48:54",1364723,"3.1.2","x86_64","darwin13.4.0","ape","3.2","US",1632
"2015-01-01","09:47:55",360256,"3.1.2","x86_64","mingw32","foreach","1.4.2","US",79
"2015-01-01","09:48:52",45487,"3.1.1","x86_64","mingw32","assertthat","0.1","US",1632
"2015-01-01","09:48:53",11482636,"3.1.1","x86_64","mingw32","BH","1.55.0-1","US",1632
"2015-01-01","09:48:54",30849,"3.0.2","x86_64","linux-gnu","Taxonstand","1.7","US",1632
"2015-01-01","09:48:56",1733125,"3.1.2","x86_64","mingw32","maptools","0.8-30","US",1632
"2015-01-01","09:48:15",1355921,"3.1.2","x86_64","mingw32","EnQuireR","0.10","IN",1118
"2015-01-01","09:49:37",14621,NA,NA,NA,"rCarto","0.8","FR",42
"2015-01-01","09:48:52",1582739,"3.1.2","x86_64","mingw32","XML","3.98-1.1","US",1634
"2015-01-01","09:49:27",14621,NA,NA,NA,"Laterality","0.9.2","FR",1438
"2015-01-01","09:47:57",1636594,"3.1.2","x86_64","darwin13.4.0","quantreg","5.05","US",79
"2015-01-01","09:48:15",14395,"3.1.2","x86_64","linux-gnu","RJDBC","0.2-5","US",79
"2015-01-01","09:48:35",20973,"3.1.2","x86_64","darwin13.4.0","lazyeval","0.1.9","US",1634
"2015-01-01","09:48:09",568032,"3.1.2","x86_64","mingw32","rJava","0.9-6","US",79
"2015-01-01","09:46:46",2126736,"3.1.2","x86_64","mingw32","nlme","3.1-118","DE",1621
"2015-01-01","09:49:19",927571,"3.1.2","x86_64","darwin13.4.0","urca","1.2-8","MO",1597
"2015-01-01","09:49:25",649487,"3.1.2","x86_64","linux-gnu","fUnitRoots","3010.78","MO",1597
"2015-01-01","09:49:50",331733,NA,NA,NA,"Matrix","0.95-9","FR",1439
"2015-01-01","09:49:49",479429,NA,NA,NA,"BARD","1.24","FR",8
"2015-01-01","09:48:52",218377,"3.1.2","x86_64","darwin13.4.0","EngrExpt","0.1-8","IN",1118
"2015-01-01","09:49:00",132042,"3.1.2","x86_64","darwin14.0.0","EnsembleBase","0.7","IN",1118
"2015-01-01","09:49:06",44059,"3.1.2","x86_64","mingw32","EnsembleCV","0.7","IN",1118
"2015-01-01","09:49:10",57197,"3.1.2","x86_64","mingw32","EnsemblePCReg","0.6","IN",1118
"2015-01-01","09:49:16",56930,"3.1.2","x86_64","mingw32","EnsemblePenReg","0.6","IN",1118
"2015-01-01","09:49:27",73309,"3.1.2","x86_64","mingw32","EntropyEstimation","1.1","IN",1118
"2015-01-01","09:49:33",101277,"3.1.2","x86_64","mingw32","EnvNicheR","1.0","IN",1118
"2015-01-01","09:48:00",30622,"3.1.2","x86_64","linux-gnu","DBI","0.3.1","US",79
"2015-01-01","09:49:50",1802239,"3.1.2","x86_64","mingw32","arules","1.1-6","KR",1639
"2015-01-01","09:49:53",617564,"3.1.2","x86_64","mingw32","arulesViz","1.0-0","KR",1639
"2015-01-01","09:48:47",17260,"3.1.2","x86_64","darwin10.8.0","highr","0.4","US",1634
"2015-01-01","09:48:53",111735,"3.0.0","i386","mingw32","roxygen2","4.1.0","US",1634
"2015-01-01","09:48:21",6922,"3.0.0","i386","mingw32","base64enc","0.1-2","US",79
"2015-01-01","09:48:34",201025,"3.1.2","x86_64","linux-gnu","magrittr","1.5","US",1634
"2015-01-01","09:48:18",165879,"3.0.0","i386","mingw32","RMySQL","0.9-3","US",79
"2015-01-01","09:48:26",360258,"3.1.1","i386","mingw32","foreach","1.4.2","US",79
"2015-01-01","09:48:26",289972,"3.1.1","i386","mingw32","iterators","1.0.7","US",79
"2015-01-01","09:50:20",28785,"3.1.1","i386","mingw32","formatR","1.0","US",636
"2015-01-01","09:50:20",78419,"3.1.1","i386","mingw32","markdown","0.7.4","US",636
"2015-01-01","09:50:21",14621,NA,NA,NA,"MTurkR","0.3.5","FR",38
"2015-01-01","09:47:55",289970,"3.1.1","i386","mingw32","iterators","1.0.7","US",79
